CustomerID,Recency,Frequency,MonetaryValue,Tenure,R,F
13037,139,15,237.22,257,1,2
13038,291,4,75.6,291,1,1
13040,9,9,109.01,34,3,2
13043,274,3,196.8,274,1,1
13044,292,9,150.84,292,1,2
13045,100,4,45.34,100,1,1
13046,31,7,99.33,267,2,2
13047,57,36,626.02,310,2,3
13048,15,31,479.4,328,3,3
13049,65,3,122.1,319,2,1
13050,15,76,1147.5200000000004,361,3,3
13052,213,3,72.6,213,1,1
13055,79,10,191.64,79,2,2
13058,25,3,59.0,152,3,1
13060,254,4,62.39999999999999,254,1,1
13061,73,3,62.1,73,2,1
13062,192,2,32.4,192,1,1
13064,13,12,152.28,328,3,2
13066,25,11,94.1,33,3,2
13067,83,3,21.44,83,2,1
13069,15,72,627.5300000000002,362,3,3
13070,193,2,41.6,193,1,1
13072,267,1,29.700000000000006,267,1,1
13075,130,3,136.79999999999998,130,1,1
13077,2,18,75.79,291,3,3
13078,4,58,1763.4599999999994,360,3,3
13080,180,3,19.68,180,1,1
13081,12,183,5180.059999999999,338,3,3
13082,158,10,216.8,339,1,2
13083,5,5,136.0,76,3,1
13085,296,1,12.6,296,1,1
13089,5,329,10490.390000000003,362,3,3
13090,9,30,661.3199999999998,290,3,3
13091,29,5,105.42,29,2,1
13092,71,5,70.32,278,2,1
13093,276,28,1185.84,359,1,3
13094,130,2,152.64,206,1,1
13095,71,1,9.36,71,2,1
13097,33,82,1281.7600000000002,361,2,3
13098,2,106,4994.410000000002,318,3,3
13101,235,2,25.5,235,1,1
13102,2,68,1424.9599999999996,361,3,3
13104,4,4,243.96,355,3,1
13106,134,1,76.5,134,1,1
13107,86,13,357.08,334,2,2
13109,60,10,153.73,158,2,2
13110,32,31,297.79,312,2,3
13113,1,48,2387.2400000000007,332,3,3
13115,12,22,503.76,185,3,3
13116,139,5,77.74,139,1,1
13117,22,8,121.56,320,3,2
13118,20,15,126.64,289,3,2
13120,239,1,30.6,239,1,1
13121,270,10,51.31999999999999,270,1,2
13122,241,9,157.83,241,1,2
13124,90,50,831.0999999999998,360,2,3
13126,5,30,384.42999999999984,339,3,3
13127,78,4,68.7,78,2,1
13131,24,9,213.5,188,3,2
13132,262,2,62.0,262,1,1
13133,274,2,39.7,305,1,1
13134,86,18,344.54,241,2,3
13135,197,1,3096.0,197,1,1
13136,57,26,556.96,213,2,3
13137,11,129,681.6899999999998,309,3,3
13138,23,7,114.02,241,3,2
13139,17,39,1109.83,260,3,3
13140,109,7,78.56,116,1,2
13141,85,30,480.93000000000006,316,2,3
13142,20,7,91.14,20,3,2
13144,333,1,23.6,333,1,1
13145,92,1,45.0,92,1,1
13146,27,6,41.98,27,3,2
13147,100,1,118.8,100,1,1
13148,30,85,943.18,365,2,3
13149,15,14,309.8,290,3,2
13151,296,11,184.6,296,1,2
13153,6,3,37.44,6,3,1
13155,34,6,127.4,327,2,2
13157,50,10,169.19999999999996,299,2,2
13158,95,14,226.27,319,1,2
13159,9,31,360.2000000000001,116,3,3
13160,23,1,34.8,23,3,1
13161,314,1,27.0,314,1,1
13162,123,19,397.61,335,1,3
13165,47,6,195.6,352,2,2
13166,284,6,38.65,284,1,2
13167,19,12,122.06000000000002,144,3,2
13168,37,19,190.66000000000003,319,2,3
13169,253,1,23.4,253,1,1
13170,27,8,32.6,27,3,2
13171,50,8,46.94000000000001,300,2,2
13173,5,3,14.6,5,3,1
13174,17,25,244.97000000000003,317,3,3
13176,47,12,86.25000000000001,47,2,2
13177,65,4,67.35,65,2,1
13178,27,52,1231.3599999999994,361,3,3
13182,46,2,20.04,46,2,1
13183,8,23,823.3000000000003,335,3,3
13184,15,29,263.4199999999999,291,3,3
13186,40,21,383.69999999999993,129,2,3
13187,338,9,69.6,338,1,2
13189,19,6,64.2,116,3,2
13192,96,18,233.56000000000003,206,1,3
13193,62,7,40.45,62,2,2
13194,136,1,9.0,136,1,1
13196,12,21,336.48,263,3,3
13198,11,39,604.78,362,3,3
13199,4,23,2043.44,359,3,3
13200,20,7,133.14999999999998,127,3,2
13203,10,11,158.55999999999997,243,3,2
13208,59,27,221.77,310,2,3
13209,31,64,1076.39,362,2,3
13210,94,6,95.84,94,1,2
13211,96,8,164.14999999999995,96,1,2
13212,20,28,145.27,62,3,3
13213,57,18,294.80000000000007,200,2,3
13216,268,1,92.5,268,1,1
13220,220,4,19.69,220,1,1
13221,241,13,133.72,360,1,2
13223,201,2,115.8,233,1,1
13224,61,24,578.0700000000003,152,2,3
13225,4,7,1288.98,362,3,2
13226,274,1,8.4,274,1,1
13228,82,1,179.0,82,2,1
13229,226,2,36.75,226,1,1
13230,5,122,597.53,321,3,3
13232,13,26,225.14,244,3,3
13233,75,13,131.76000000000002,337,2,2
13235,213,11,185.15,213,1,2
13236,25,10,233.62000000000003,107,3,2
13238,24,8,165.10000000000005,361,3,2
13239,262,6,109.83,262,1,2
13240,97,12,89.69,258,1,2
13242,113,1,20.8,113,1,1
13243,204,11,142.89,204,1,2
13244,93,4,17.9,93,1,1
13245,51,2,61.3,51,2,1
13246,19,38,905.29,331,3,3
13247,52,4,69.0,83,2,1
13248,125,4,72.44,190,1,1
13249,94,5,310.86,262,1,1
13253,157,8,223.44,340,1,2
13255,10,1,49.8,10,3,1
13258,24,9,119.79,206,3,2
13259,62,21,95.31,62,2,3
13260,62,1,26.0,62,2,1
13261,286,4,441.6,286,1,1
13262,264,1,6.959999999999999,264,1,1
13263,2,319,1467.1100000000006,326,3,3
13265,54,14,263.16,274,2,2
13266,12,44,944.27,257,3,3
13267,3,43,930.59,361,3,3
13268,18,101,802.3,268,3,3
13269,2,70,1112.7200000000003,362,3,3
13271,38,22,64.17,38,2,3
13272,90,4,60.45,90,2,1
13273,114,2,14.05,114,1,1
13276,64,10,160.6,100,2,2
13277,117,1,25.0,117,1,1
13278,41,9,82.53999999999998,41,2,2
13280,123,13,130.21,338,1,2
13282,19,9,309.2000000000001,221,3,2
13283,186,1,17.0,186,1,1
13285,24,48,697.81,291,3,3
13291,156,4,36.0,156,1,1
13292,39,5,86.9,285,2,1
13294,190,9,151.7,250,1,2
13296,138,1,15.0,138,1,1
13297,8,13,525.18,68,3,2
13300,170,1,19.8,170,1,1
13301,104,16,138.05,293,1,3
13302,156,1,63.75,156,1,1
13304,352,4,57.21,352,1,1
13305,5,12,264.49,296,3,2
13308,23,9,143.56,204,3,2
13309,8,23,365.0,309,3,3
13310,29,14,243.12000000000003,325,2,2
13311,5,10,127.68,151,3,2
13313,23,13,242.56000000000003,340,3,2
13314,2,11,133.70999999999998,74,3,2
13316,38,18,1141.86,255,2,3
13317,67,20,362.76,359,2,3
13318,38,1,42.96,38,2,1
13319,6,84,1906.0000000000007,355,3,3
13320,79,16,259.0,214,2,3
13321,87,3,130.84,87,2,1
13322,18,8,89.49000000000002,18,3,2
13323,4,4,270.5,85,3,1
13324,37,14,1218.66,361,2,2
13325,82,3,268.0,82,2,1
13327,39,14,343.4000000000001,296,2,2
13328,317,4,356.99999999999994,317,1,1
13329,32,2,110.28,32,2,1
13330,93,10,251.0,316,1,2
13332,15,5,80.2,15,3,1
13334,83,57,687.3200000000003,306,2,3
13336,78,7,105.68,78,2,2
13338,158,6,166.39999999999995,158,1,2
13339,201,11,192.0,201,1,2
13340,46,26,2007.96,277,2,3
13341,261,10,248.75,261,1,2
13343,178,5,94.3,178,1,1
13344,68,13,379.3,278,2,2
13345,288,6,102.25,288,1,2
13347,71,4,168.6,71,2,1
13348,65,1,10.2,65,2,1
13349,11,4,41.68,11,3,1
13350,17,5,124.4,80,3,1
13351,67,4,67.44,67,2,1
13352,61,7,111.06,61,2,2
13354,72,8,108.54000000000002,72,2,2
13355,123,7,125.0,123,1,2
13356,81,9,226.71,81,2,2
13357,258,20,115.99,258,1,3
13358,269,6,64.74000000000001,269,1,2
13359,64,2,42.60000000000001,64,2,1
13362,10,33,690.9,288,3,3
13363,18,9,145.31,44,3,2
13364,72,1,17.4,72,2,1
13365,34,28,544.64,218,2,3
13368,257,8,211.35,338,1,2
13372,90,4,89.51,90,2,1
13373,61,31,698.2499999999999,277,2,3
13375,89,9,136.1,89,2,2
13376,100,13,236.85,235,1,2
13379,27,15,83.59,137,3,2
13381,32,38,800.7900000000003,299,2,3
13382,281,4,62.7,281,1,1
13384,31,25,896.9500000000003,179,2,3
13385,330,5,110.6,330,1,1
13388,132,9,210.77,132,1,2
13389,12,11,167.97000000000003,233,3,2
13394,2,33,665.8900000000001,310,3,3
13395,186,4,41.76,186,1,1
13396,30,10,342.54,320,2,2
13397,73,10,362.8,340,2,2
13398,193,7,103.43,193,1,2
13402,128,8,123.51,128,1,2
13403,18,1,15.0,18,3,1
13404,213,2,41.6,213,1,1
13405,205,6,113.99,318,1,2
13408,2,98,5686.879999999999,362,3,3
13410,75,5,125.84,292,2,1
13411,108,5,94.65,108,1,1
13414,134,7,168.45,158,1,2
13416,44,2,59.40000000000001,82,2,1
13417,5,10,222.1,206,3,2
13418,12,58,1296.3499999999995,365,3,3
13419,64,2,14.4,64,2,1
13420,171,1,10.5,171,1,1
13421,41,19,389.92,291,2,3
13422,65,30,670.34,65,2,3
13425,109,16,245.07,295,1,3
13426,1,29,676.5999999999998,337,3,3
13427,20,6,148.04,216,3,2
13428,11,14,40.93,11,3,2
13429,11,16,291.16,76,3,3
13430,19,8,76.56,87,3,2
13431,68,9,228.42,89,2,2
13435,6,22,759.0000000000001,190,3,3
13436,2,2,28.2,2,3,1
13437,15,31,666.36,191,3,3
13439,256,16,83.85,256,1,3
13441,92,1,10.2,92,1,1
13447,24,9,175.69,36,3,2
13448,17,30,491.29,365,3,3
13449,24,2,41.65000000000001,24,3,1
13450,27,14,411.05999999999983,219,3,2
13451,27,89,570.73,335,3,3
13452,260,2,590.0,271,1,1
13453,166,4,111.58,290,1,1
13455,25,3,73.8,25,3,1
13456,18,13,314.0900000000001,208,3,2
13458,8,78,1738.2000000000005,360,3,3
13460,30,1,17.0,30,2,1
13461,39,4,197.7,164,2,1
13462,253,2,37.8,253,1,1
13464,59,4,84.9,59,2,1
13466,185,5,78.39999999999998,185,1,1
13467,11,23,242.27,37,3,3
13468,2,54,1044.42,359,3,3
13470,100,3,49.5,116,1,1
13471,2,65,693.9600000000003,48,3,3
13473,61,6,142.29000000000005,333,2,2
13474,237,11,46.10000000000001,237,1,2
13475,218,14,219.21,299,1,2
13476,179,12,214.5,282,1,2
13477,58,9,152.32,292,2,2
13479,201,3,72.3,235,1,1
13481,46,22,333.21,257,2,3
13482,233,3,52.98,233,1,1
13483,66,3,59.7,66,2,1
13484,242,3,63.6,242,1,1
13485,234,4,73.3,234,1,1
13486,79,14,217.46,156,2,2
13487,58,9,149.2,354,2,2
13488,18,82,1595.5799999999995,332,3,3
13489,106,4,142.07999999999996,295,1,1
13491,52,15,192.63,360,2,2
13494,312,3,70.80000000000003,312,1,1
13495,8,7,376.2,360,3,2
13496,11,3,45.0,360,3,1
13497,283,3,54.3,283,1,1
13499,18,8,286.4500000000001,270,3,2
13500,24,10,189.5,123,3,2
13502,17,2,16.8,275,3,1
13503,72,1,10.5,72,2,1
13504,65,6,72.12,65,2,2
13506,317,1,20.4,317,1,1
13507,4,33,492.86,146,3,3
13508,244,3,27.630000000000006,244,1,1
13509,9,8,121.22,285,3,2
13510,2,21,329.31999999999994,184,3,3
13512,261,6,89.3,261,1,2
13513,127,2,37.65,127,1,1
13515,73,7,103.2,248,2,2
13516,22,7,370.66,73,3,2
13517,60,31,450.99,180,2,3
13518,86,7,121.4,86,2,2
13519,79,1,11.9,79,2,1
13521,2,98,263.2799999999999,11,3,3
13523,34,29,893.3699999999997,200,2,3
13524,41,3,53.78,220,2,1
13525,15,1,23.9,15,3,1
13527,34,47,538.8299999999998,327,2,3
13529,79,3,51.05,205,2,1
13531,206,3,79.85,206,1,1
13532,34,10,29.61,34,2,2
13533,183,16,63.29,268,1,3
13534,3,63,1242.0499999999995,359,3,3
13536,2,40,723.0700000000003,76,3,3
13538,44,6,283.65,275,2,2
13539,86,8,161.39999999999995,310,2,2
13544,40,21,66.33000000000001,241,2,3
13546,13,15,84.90000000000002,201,3,2
13548,97,26,127.1,244,1,3
13549,65,9,173.60000000000005,202,2,2
13551,320,1,17.85,320,1,1
13552,67,30,1059.26,316,2,3
13555,74,29,764.9599999999997,202,2,3
13557,29,9,148.08,281,2,2
13558,6,43,181.15,69,3,3
13560,8,7,45.1,8,3,2
13562,82,12,249.4,246,2,2
13563,85,10,222.28,141,2,2
13564,145,9,644.7399999999999,355,1,2
13565,20,11,78.23,335,3,2
13566,41,37,201.26,83,2,3
13568,174,6,19.45,174,1,2
13569,18,12,55.1,18,3,2
13570,244,6,55.91,244,1,2
13571,13,86,511.29999999999984,254,3,3
13572,206,7,182.53,206,1,2
13573,51,6,73.75,254,2,2
13575,24,13,194.5,177,3,2
13576,11,25,1211.14,338,3,3
13577,26,17,439.85,242,3,3
13581,310,1,2.95,310,1,1
13583,156,10,151.9,156,1,2
13584,307,9,43.2,307,1,2
13587,64,3,357.6,64,2,1
13588,16,35,454.98,256,3,3
13589,15,3,67.35,15,3,1
13590,12,19,373.43,304,3,3
13591,65,13,324.4,267,2,2
13592,206,3,58.97,265,1,1
13593,109,29,507.47,337,1,3
13594,53,5,56.51,53,2,1
13596,6,35,147.43,13,3,3
13598,48,4,15.65,48,2,1
13599,2,45,1139.8199999999995,338,3,3
13600,313,6,48.57,313,1,2
13601,46,18,134.25,212,2,3
13602,65,6,101.1,65,2,2
13603,27,8,62.19,27,3,2
13606,30,5,25.32,244,2,1
13607,41,27,179.72000000000003,41,2,3
13610,13,56,284.67,286,3,3
13611,90,14,234.8,360,2,2
13614,25,41,327.6799999999999,165,3,3
13615,319,6,103.8,319,1,2
13617,41,13,136.47,181,2,2
13618,174,4,38.26,174,1,1
13621,117,2,32.4,117,1,1
13623,31,18,183.05,298,2,3
13626,253,3,45.2,253,1,1
13627,60,18,298.43000000000006,358,2,3
13629,24,16,2480.76,339,3,3
13630,6,17,403.99,286,3,3
13631,207,1,100.0,207,1,1
13632,25,25,363.81,244,3,3
13634,34,33,352.33,328,2,3
13635,68,15,243.23,68,2,2
13636,37,13,185.0,261,2,2
13637,53,29,256.25,227,2,3
13638,16,3,38.1,16,3,1
13639,75,10,270.78,75,2,2
13642,216,9,51.07,216,1,2
13643,32,8,152.7,99,2,2
13644,17,33,639.34,106,3,3
13645,121,1,19.9,121,1,1
13647,10,13,240.56,235,3,2
13649,257,1,15.3,257,1,1
13650,17,26,461.92,268,3,3
13652,46,9,170.68,257,2,2
13654,44,27,442.9399999999998,274,2,3
13655,115,12,190.16,242,1,2
13656,165,7,62.11999999999999,338,1,2
13657,11,2,22.8,202,3,1
13658,10,12,244.46,205,3,2
13659,206,18,268.33,321,1,3
13662,86,8,134.84,260,2,2
13663,180,1,5.04,180,1,1
13666,61,2,12.55,288,2,1
13667,150,19,53.94000000000001,150,1,3
13668,3,93,1320.5700000000004,363,3,3
13669,51,3,60.45,150,2,1
13670,76,3,59.94,76,2,1
13673,19,14,110.92000000000002,33,3,2
13675,152,9,167.04000000000005,285,1,2
13678,152,2,11.64,152,1,1
13680,2,30,983.16,340,3,3
13681,18,12,177.88,156,3,2
13682,188,2,42.5,188,1,1
13684,286,8,14.8,286,1,2
13685,4,8,754.27,61,3,2
13686,183,1,8.5,183,1,1
13689,64,2,358.0,64,2,1
13690,60,2,32.7,60,2,1
13692,25,8,324.9000000000001,237,3,2
13694,4,115,12768.029999999995,359,3,3
13695,32,14,305.27,214,2,2
13697,39,4,48.32,39,2,1
13699,156,3,63.6,156,1,1
13700,27,48,495.38,328,3,3
13703,319,1,99.5,319,1,1
13704,6,18,320.97,88,3,3
13705,8,3,99.36,145,3,1
13706,303,4,41.10000000000001,303,1,1
13707,268,5,110.45,316,1,1
13708,272,17,88.43,272,1,3
13709,4,62,1458.9300000000005,316,3,3
13710,32,2,23.28,32,2,1
13711,219,4,88.19,219,1,1
13712,247,1,15.0,247,1,1
13715,282,24,198.25000000000003,363,1,3
13716,270,5,25.85,270,1,1
13717,33,16,204.66,299,2,3
13718,247,3,73.1,296,1,1
13719,16,15,278.09000000000003,235,3,2
13720,117,8,118.1,255,1,2
13721,37,6,127.95,37,2,2
13722,132,16,437.44000000000005,283,1,3
13723,218,1,19.75,218,1,1
13725,50,14,215.95,309,2,2
13726,39,12,349.94,101,2,2
13727,29,7,103.85,34,2,2
13728,37,11,187.7,311,2,2
13730,136,13,288.47,162,1,2
13731,220,12,215.52,247,1,2
13732,29,4,71.4,29,2,1
13735,25,44,720.4899999999999,235,3,3
13736,6,28,84.36000000000001,261,3,3
13737,201,8,46.45,201,1,2
13740,241,3,30.48,241,1,1
13741,72,8,153.21,218,2,2
13742,17,59,569.5099999999999,321,3,3
13743,3,7,275.88,260,3,2
13744,96,18,301.48,293,1,3
13745,163,7,111.71999999999998,163,1,2
13748,96,7,215.15,247,1,2
13750,54,8,467.07000000000005,297,2,2
13751,289,2,169.2,289,1,1
13752,156,16,204.58,247,1,3
13753,288,4,63.9,288,1,1
13754,318,3,45.3,318,1,1
13755,4,68,520.7699999999999,64,3,3
13756,3,23,831.33,361,3,3
13758,39,17,423.65,335,2,3
13759,72,8,282.44,72,2,2
13760,55,8,30.04,257,2,2
13761,51,11,162.09,180,2,2
13762,219,1,30.0,219,1,1
13763,64,2,281.52,64,2,1
13764,71,27,154.42999999999995,338,2,3
13767,26,72,2940.199999999999,365,3,3
13769,3,25,729.2600000000001,327,3,3
13771,65,18,331.9,248,2,3
13772,34,35,212.15,240,2,3
13774,82,4,62.35,82,2,1
13777,9,32,4401.259999999998,311,3,3
13778,104,1,27.25,104,1,1
13780,8,12,62.31,171,3,2
13781,251,6,37.83000000000001,251,1,2
13782,13,26,227.92000000000007,328,3,3
13784,219,2,55.8,219,1,1
13787,76,5,13.89,76,2,1
13790,5,8,85.26,5,3,2
13791,128,3,648.0,169,1,1
13792,67,2,38.4,288,2,1
13798,3,75,8167.579999999999,365,3,3
13799,117,7,136.3,295,1,2
13800,310,8,151.8,310,1,2
13801,67,2,30.3,67,2,1
13802,139,14,1114.98,312,1,2
13803,256,3,57.7,256,1,1
13804,31,21,374.92,290,2,3
13805,53,4,303.4000000000001,130,2,1
13808,6,12,339.7,97,3,2
13819,302,8,241.8,320,1,2
13821,145,13,77.69,262,1,2
13822,41,23,93.59000000000002,41,2,3
13823,19,12,341.55,92,3,2
13824,242,8,216.5,311,1,2
13826,177,1,25.5,177,1,1
13827,58,17,76.18,144,2,3
13828,23,1,10.2,23,3,1
13831,17,18,367.91,201,3,3
13832,20,1,19.8,20,3,1
13833,160,6,97.7,160,1,2
13835,26,9,160.18,216,3,2
13837,212,2,8.5,318,1,1
13838,6,30,106.15000000000002,118,3,3
13842,59,41,664.89,337,2,3
13844,12,5,111.1,12,3,1
13846,25,14,242.45,361,3,2
13848,298,1,85.0,298,1,1
13849,52,25,401.78,171,2,3
13850,130,19,308.63,130,1,3
13851,96,17,366.54,289,1,3
13853,58,4,139.39999999999998,58,2,1
13854,9,18,1367.8900000000006,358,3,3
13856,169,3,112.8,204,1,1
13858,58,3,50.37000000000001,58,2,1
13859,327,8,50.09,327,1,2
13860,2,18,294.94,87,3,3
13862,19,22,390.55,333,3,3
13863,248,4,60.18,248,1,1
13865,59,7,121.82,290,2,2
13866,75,1,24.9,75,2,1
13867,32,11,180.56,219,2,2
13868,39,5,108.05,39,2,1
13869,124,63,674.3799999999998,358,1,3
13870,3,28,563.3299999999998,288,3,3
13871,23,54,997.16,309,3,3
13873,120,2,47.7,120,1,1
13874,359,4,227.65,359,1,1
13875,54,27,442.64,302,2,3
13876,64,3,58.6,64,2,1
13878,55,9,313.42,55,2,2
13880,22,30,708.8299999999998,297,3,3
13881,26,31,2785.21,312,3,3
13882,3,17,284.74,65,3,3
13883,11,28,527.69,254,3,3
13884,8,12,171.50000000000003,284,3,2
13885,201,3,64.7,201,1,1
13886,72,3,39.7,72,2,1
13887,205,5,78.96000000000002,205,1,1
13888,120,11,160.51,219,1,2
13889,93,5,133.7,93,1,1
13890,2,14,246.54,359,3,2
13892,65,5,105.4,65,2,1
13893,298,5,84.80000000000003,298,1,1
13894,24,4,65.4,311,3,1
13895,29,23,539.74,165,2,3
13897,51,5,74.9,51,2,1
13898,326,2,29.85,326,1,1
13899,275,3,78.9,275,1,1
13900,193,7,121.22,263,1,2
13901,73,27,496.62000000000006,257,2,3
13904,38,3,50.4,295,2,1
13908,80,26,491.82,277,2,3
13911,58,31,473.54,309,2,3
13914,12,3,67.86,12,3,1
13917,50,3,17.04,192,2,1
13918,50,4,106.3,254,2,1
13922,352,2,51.75,352,1,1
13923,54,6,98.42000000000002,54,2,2
13924,2,23,337.24000000000007,73,3,3
13925,122,10,142.47,135,1,2
13926,24,1,20.4,24,3,1
13927,75,3,47.2,75,2,1
13928,11,6,91.32,134,3,2
13929,170,2,433.7,327,1,1
13930,58,2,30.6,137,2,1
13931,96,16,280.90000000000003,281,1,3
13933,110,3,77.1,149,1,1
13934,264,10,219.25,264,1,2
13936,180,7,112.54,180,1,2
13937,170,2,50.39999999999999,170,1,1
13938,36,3,21.94,36,2,1
13939,24,13,149.91,312,3,2
13940,18,7,141.54000000000005,145,3,2
13941,22,6,547.2,298,3,2
13946,202,2,131.39999999999998,268,1,1
13947,66,1,19.8,66,2,1
13948,361,1,46.8,361,1,1
13949,3,30,454.94000000000005,95,3,3
13950,12,3,55.08,74,3,1
13951,177,7,115.38,295,1,2
13952,218,32,722.0599999999997,239,1,3
13953,8,3,795.0,211,3,1
13954,2,9,176.5,71,3,2
13955,155,9,72.98000000000002,306,1,2
13956,6,32,266.48,272,3,3
13959,80,19,142.96000000000004,363,2,3
13960,22,2,24.660000000000004,22,3,1
13962,246,1,15.3,246,1,1
13963,309,3,45.2,340,1,1
13967,146,1,45.0,146,1,1
13969,8,129,1970.97,323,3,3
13971,19,26,467.36,286,3,3
13972,202,3,53.9,202,1,1
13973,288,5,177.2,288,1,1
13974,50,3,39.96,50,2,1
13975,32,63,433.75000000000017,277,2,3
13978,46,3,63.32000000000001,46,2,1
13979,74,15,227.0,74,2,2
13980,61,4,91.66,61,2,1
13982,40,15,325.35,327,2,2
13983,30,23,826.94,327,2,3
13984,326,1,11.8,326,1,1
13985,5,68,1406.42,265,3,3
13986,18,3,58.13,18,3,1
13988,20,42,661.7399999999999,255,3,3
13989,66,11,316.6,240,2,2
13990,214,3,54.55,214,1,1
13991,13,21,195.13,144,3,3
13992,31,1,20.0,31,2,1
13993,43,14,541.28,331,2,2
13994,4,26,467.03999999999985,149,3,3
13995,57,14,217.43,246,2,2
13999,11,27,588.9800000000001,362,3,3
14000,212,3,60.0,212,1,1
